stars,name,full_name,html_url,description,relevant
44016,jadx,skylot/jadx,https://github.com/skylot/jadx,Dex to Java decompiler,y
43993,lazydocker,jesseduffield/lazydocker,https://github.com/jesseduffield/lazydocker,The lazier way to manage everything docker,y
43948,hyper,vercel/hyper,https://github.com/vercel/hyper,A terminal built on web technologies,y
43925,cline,cline/cline,https://github.com/cline/cline,"Autonomous coding agent right in your IDE, capable of creating/editing files, executing commands, using the browser, and more with your permission every step of the way.",y
43919,kubernetes-the-hard-way,kelseyhightower/kubernetes-the-hard-way,https://github.com/kelseyhightower/kubernetes-the-hard-way,Bootstrap Kubernetes the hard way. No scripts.,n
43895,open-source-mac-os-apps,serhii-londar/open-source-mac-os-apps,https://github.com/serhii-londar/open-source-mac-os-apps,🚀 Awesome list of open source applications for macOS. https://t.me/s/opensourcemacosapps,n
43855,frontend-dev-bookmarks,dypsilon/frontend-dev-bookmarks,https://github.com/dypsilon/frontend-dev-bookmarks,Manually curated collection of resources for frontend web developers.,n
43831,parcel,parcel-bundler/parcel,https://github.com/parcel-bundler/parcel,The zero configuration build tool for the web. 📦🚀,y
43767,fuels-rs,FuelLabs/fuels-rs,https://github.com/FuelLabs/fuels-rs,Fuel Network Rust SDK,y
43762,fuels-ts,FuelLabs/fuels-ts,https://github.com/FuelLabs/fuels-ts,Fuel Network Typescript SDK,y
43742,awesome-java,akullpp/awesome-java,https://github.com/akullpp/awesome-java,"A curated list of awesome frameworks, libraries and software for the Java programming language.",n
43687,CppCoreGuidelines,isocpp/CppCoreGuidelines,https://github.com/isocpp/CppCoreGuidelines,"The C++ Core Guidelines are a set of tried-and-true guidelines, rules, and best practices about coding in C++",n
43637,crawl4ai,unclecode/crawl4ai,https://github.com/unclecode/crawl4ai,"🚀🤖 Crawl4AI: Open-source LLM Friendly Web Crawler & Scraper. Don't be shy, join here: https://discord.gg/jP8KfhDhyN",y
43630,text-generation-webui,oobabooga/text-generation-webui,https://github.com/oobabooga/text-generation-webui,A Gradio web UI for Large Language Models with support for multiple inference backends.,y
43620,brew,Homebrew/brew,https://github.com/Homebrew/brew,🍺 The missing package manager for macOS (or Linux),y
43618,TensorFlow-Examples,aymericdamien/TensorFlow-Examples,https://github.com/aymericdamien/TensorFlow-Examples,TensorFlow Tutorial and Examples for Beginners (support TF v1 & v2),n
43586,dbeaver,dbeaver/dbeaver,https://github.com/dbeaver/dbeaver,Free universal database tool and SQL client,y
43586,babel,babel/babel,https://github.com/babel/babel,🐠 Babel is a compiler for writing next generation JavaScript.,y
43573,build-web-application-with-golang,astaxie/build-web-application-with-golang,https://github.com/astaxie/build-web-application-with-golang,A golang ebook intro how to build a web with golang,n
43500,retrofit,square/retrofit,https://github.com/square/retrofit,A type-safe HTTP client for Android and the JVM,y
43106,react-hook-form,react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,📋 React Hooks for form state management and validation (Web + React Native),y
43030,react-use,streamich/react-use,https://github.com/streamich/react-use,React Hooks — 👍,y
43022,grpc,grpc/grpc,https://github.com/grpc/grpc,"C++ based gRPC (C++, Python, Ruby, Objective-C, PHP, C#)",y
43021,odoo,odoo/odoo,https://github.com/odoo/odoo,Odoo. Open Source Apps To Grow Your Business.,y
42898,front-end-interview-handbook,yangshun/front-end-interview-handbook,https://github.com/yangshun/front-end-interview-handbook,🌐 Front End interview preparation materials for busy engineers (updated for 2025),n
42757,Leaflet,Leaflet/Leaflet,https://github.com/Leaflet/Leaflet,🍃 JavaScript library for mobile-friendly interactive maps 🇺🇦,y
42732,JeecgBoot,jeecgboot/JeecgBoot,https://github.com/jeecgboot/JeecgBoot,🔥一款基于AIGC和低代码引擎的AI低代码平台，旨在帮助企业快速实现低代码开发和构建、部署个性化的 AI 应用。 前后端分离 SpringBoot，SpringCloud，Ant Design&Vue3，Mybatis，Shiro！强大的代码生成器让前后端代码一键生成，无需写任何代码! 成套AI大模型功能: AI模型管理、AI应用、知识库、AI流程编排、AI对话助手等；,y
42687,acme.sh,acmesh-official/acme.sh,https://github.com/acmesh-official/acme.sh,A pure Unix shell script implementing ACME client protocol,y
42648,Rocket.Chat,RocketChat/Rocket.Chat,https://github.com/RocketChat/Rocket.Chat,The communications platform that puts data protection first.,y
42622,awesome-design-patterns,DovAmir/awesome-design-patterns,https://github.com/DovAmir/awesome-design-patterns,A curated list of software and architecture related design patterns.,n
42555,monaco-editor,microsoft/monaco-editor,https://github.com/microsoft/monaco-editor,A browser based code editor,y
42511,awesome-cheatsheets,LeCoupa/awesome-cheatsheets,https://github.com/LeCoupa/awesome-cheatsheets,"👩‍💻👨‍💻 Awesome cheatsheets for popular programming languages, frameworks and development tools. They include everything you should know in one single file.",n
42474,ladybird,LadybirdBrowser/ladybird,https://github.com/LadybirdBrowser/ladybird,Truly independent web browser,y
42295,prisma,prisma/prisma,https://github.com/prisma/prisma,"Next-generation ORM for Node.js & TypeScript | PostgreSQL, MySQL, MariaDB, SQL Server, SQLite, MongoDB and CockroachDB",y
42219,pm2,Unitech/pm2,https://github.com/Unitech/pm2,Node.js Production Process Manager with a built-in Load Balancer.,y
42201,edex-ui,GitSquared/edex-ui,https://github.com/GitSquared/edex-ui,"A cross-platform, customizable science fiction terminal emulator with advanced monitoring & touchscreen support.",y
42080,git-flight-rules,k88hudson/git-flight-rules,https://github.com/k88hudson/git-flight-rules,Flight rules for git,
42070,pyenv,pyenv/pyenv,https://github.com/pyenv/pyenv,Simple Python version management,y
42005,reactjs-interview-questions,sudheerj/reactjs-interview-questions,https://github.com/sudheerj/reactjs-interview-questions,List of top 500 ReactJS Interview Questions & Answers....Coding exercise questions are coming soon!!,n
41998,metabase,metabase/metabase,https://github.com/metabase/metabase,The easy-to-use open source Business Intelligence and Embedded Analytics tool that lets everyone work with data :bar_chart:,y
41901,Alamofire,Alamofire/Alamofire,https://github.com/Alamofire/Alamofire,Elegant HTTP Networking in Swift,y
41783,what-happens-when,alex/what-happens-when,https://github.com/alex/what-happens-when,"An attempt to answer the age old interview question ""What happens when you type google.com into your browser and press enter?""",n
41708,llama_index,run-llama/llama_index,https://github.com/run-llama/llama_index,LlamaIndex is the leading framework for building LLM-powered agents over your data.,y
41605,OpenBB,OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,"Investment Research for Everyone, Everywhere.",y
41537,yarn,yarnpkg/yarn,https://github.com/yarnpkg/yarn,The 1.x line is frozen - features and bugfixes now happen on https://github.com/yarnpkg/berry,y
41411,termux-app,termux/termux-app,https://github.com/termux/termux-app,Termux - a terminal emulator application for Android OS extendible by variety of packages.,y
41405,python-patterns,faif/python-patterns,https://github.com/faif/python-patterns,A collection of design patterns/idioms in Python,n
41322,coolify,coollabsio/coolify,https://github.com/coollabsio/coolify,An open-source & self-hostable Heroku / Netlify / Vercel alternative.,y
41293,nanoGPT,karpathy/nanoGPT,https://github.com/karpathy/nanoGPT,"The simplest, fastest repository for training/finetuning medium-sized GPTs.",y
41142,CPlusPlusThings,Light-City/CPlusPlusThings,https://github.com/Light-City/CPlusPlusThings,C++那些事,n
41126,spark,apache/spark,https://github.com/apache/spark,Apache Spark - A unified analytics engine for large-scale data processing,y
41116,nvm-windows,coreybutler/nvm-windows,https://github.com/coreybutler/nvm-windows,A node.js version management utility for Windows. Ironically written in Go.,y
41109,vue2-elm,bailicangdu/vue2-elm,https://github.com/bailicangdu/vue2-elm,Large single page application with 45 pages built on vue2 + vuex. 基于 vue2 + vuex 构建一个具有 45 个页面的大型单页面应用,y
41048,ChatGLM-6B,THUDM/ChatGLM-6B,https://github.com/THUDM/ChatGLM-6B,ChatGLM-6B: An Open Bilingual Dialogue Language Model | 开源双语对话语言模型,u
40991,dubbo,apache/dubbo,https://github.com/apache/dubbo,The java implementation of Apache Dubbo. An RPC and microservice framework.,y
40982,stablediffusion,Stability-AI/stablediffusion,https://github.com/Stability-AI/stablediffusion,High-Resolution Image Synthesis with Latent Diffusion Models,u
40978,swiper,nolimits4web/swiper,https://github.com/nolimits4web/swiper,Most modern mobile touch slider with hardware accelerated transitions,y
40956,ultralytics,ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,Ultralytics YOLO11 🚀,y
40884,ColossalAI,hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,"Making large AI models cheaper, faster and more accessible",y
40866,sentry,getsentry/sentry,https://github.com/getsentry/sentry,Developer-first error tracking and performance monitoring,y
40847,kong,Kong/kong,https://github.com/Kong/kong,🦍 The Cloud-Native API Gateway and AI Gateway.,y
40833,diagrams,mingrammer/diagrams,https://github.com/mingrammer/diagrams,:art: Diagram as Code for prototyping cloud system architectures,y
40831,v2rayNG,2dust/v2rayNG,https://github.com/2dust/v2rayNG,"A V2Ray client for Android, support Xray core and v2fly core",y
40811,ailearning,apachecn/ailearning,https://github.com/apachecn/ailearning,AiLearning：数据分析+机器学习实战+线性代数+PyTorch+NLTK+TF2,n
40799,styled-components,styled-components/styled-components,https://github.com/styled-components/styled-components,Visual primitives for the component age. Use the best bits of ES6 and CSS to style your apps without stress 💅,y
40772,uni-app,dcloudio/uni-app,https://github.com/dcloudio/uni-app,A cross-platform framework using Vue.js,y
40754,nw.js,nwjs/nw.js,https://github.com/nwjs/nw.js,Call all Node.js modules directly from DOM/WebWorker and enable a new way of writing applications with all Web technologies.,y
40709,ClickHouse,ClickHouse/ClickHouse,https://github.com/ClickHouse/ClickHouse,ClickHouse® is a real-time analytics database management system,y
40557,typst,typst/typst,https://github.com/typst/typst,A new markup-based typesetting system that is powerful and easy to learn.,y
40481,vuetify,vuetifyjs/vuetify,https://github.com/vuetifyjs/vuetify,🐉 Vue Component Framework,y
40462,iina,iina/iina,https://github.com/iina/iina,The modern video player for macOS.,y
40448,cobra,spf13/cobra,https://github.com/spf13/cobra,A Commander for modern Go CLI interactions,y
40390,spotube,KRTirtho/spotube,https://github.com/KRTirtho/spotube,🎧 Open source music client! Available for both desktop & mobile!,y
40320,hexo,hexojs/hexo,https://github.com/hexojs/hexo,"A fast, simple & powerful blog framework, powered by Node.js.",y
40268,expo,expo/expo,https://github.com/expo/expo,"An open-source framework for making universal native apps with React. Expo runs on Android, iOS, and the web.",y
40238,black,psf/black,https://github.com/psf/black,The uncompromising Python code formatter,y
40157,fastlane,fastlane/fastlane,https://github.com/fastlane/fastlane,🚀 The easiest way to automate building and releasing your iOS and Android apps,y
40122,tldraw,tldraw/tldraw,https://github.com/tldraw/tldraw,very good whiteboard SDK / infinite canvas SDK,y
40101,airflow,apache/airflow,https://github.com/apache/airflow,"Apache Airflow - A platform to programmatically author, schedule, and monitor workflows",y
40095,TTS,coqui-ai/TTS,https://github.com/coqui-ai/TTS,"🐸💬 - a deep learning toolkit for Text-to-Speech, battle-tested in research and production",y
40074,whisper.cpp,ggml-org/whisper.cpp,https://github.com/ggml-org/whisper.cpp,Port of OpenAI's Whisper model in C/C++,y
39720,fanqiang,bannedbook/fanqiang,https://github.com/bannedbook/fanqiang,翻墙-科学上网,n
39683,memos,usememos/memos,https://github.com/usememos/memos,"An open-source, lightweight note-taking solution. The pain-less way to create your meaningful notes. Your Notes, Your Way.",y
39629,jellyfin,jellyfin/jellyfin,https://github.com/jellyfin/jellyfin,The Free Software Media System - Server Backend & API,y
39611,bevy,bevyengine/bevy,https://github.com/bevyengine/bevy,A refreshingly simple data-driven game engine built in Rust,y
39549,WeChatMsg,LC044/WeChatMsg,https://github.com/LC044/WeChatMsg,,n
39395,streamlit,streamlit/streamlit,https://github.com/streamlit/streamlit,Streamlit — A faster way to build and share data apps.,y
39375,tabler,tabler/tabler,https://github.com/tabler/tabler,Tabler is free and open-source HTML Dashboard UI Kit built on Bootstrap,y
39374,cheat.sh,chubin/cheat.sh,https://github.com/chubin/cheat.sh,the only cheat sheet you need,n
39226,chinese-independent-developer,1c7/chinese-independent-developer,https://github.com/1c7/chinese-independent-developer,👩🏿‍💻👨🏾‍💻👩🏼‍💻👨🏽‍💻👩🏻‍💻中国独立开发者项目列表 -- 分享大家都在做什么,n
39153,mitmproxy,mitmproxy/mitmproxy,https://github.com/mitmproxy/mitmproxy,An interactive TLS-capable intercepting HTTP proxy for penetration testers and software developers.,y
39148,awesome-compose,docker/awesome-compose,https://github.com/docker/awesome-compose,Awesome Docker Compose samples,n
39148,freqtrade,freqtrade/freqtrade,https://github.com/freqtrade/freqtrade,"Free, open source crypto trading bot",y
39140,bert,google-research/bert,https://github.com/google-research/bert,TensorFlow code and pre-trained models for BERT,u
39137,cli,cli/cli,https://github.com/cli/cli,GitHub’s official command line tool,y
39115,ruff,astral-sh/ruff,https://github.com/astral-sh/ruff,"An extremely fast Python linter and code formatter, written in Rust.",y
39109,chakra-ui,chakra-ui/chakra-ui,https://github.com/chakra-ui/chakra-ui,Chakra UI is a component system for building SaaS products with speed ⚡️,y
39046,TrafficMonitor,zhongyang219/TrafficMonitor,https://github.com/zhongyang219/TrafficMonitor,这是一个用于显示当前网速、CPU及内存利用率的桌面悬浮窗软件，并支持任务栏显示，支持更换皮肤。,y
39037,php-src,php/php-src,https://github.com/php/php-src,The PHP Interpreter,y
39018,zig,ziglang/zig,https://github.com/ziglang/zig,"General-purpose programming language and toolchain for maintaining robust, optimal, and reusable software.",y
39008,Deep-Learning-Papers-Reading-Roadmap,floodsung/Deep-Learning-Papers-Reading-Roadmap,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,Deep Learning papers reading roadmap for anyone who are eager to learn this amazing tech!,n
38968,wrk,wg/wrk,https://github.com/wg/wrk,Modern HTTP benchmarking tool,y
38930,esbuild,evanw/esbuild,https://github.com/evanw/esbuild,An extremely fast bundler for the web,y
38920,50projects50days,bradtraversy/50projects50days,https://github.com/bradtraversy/50projects50days,"50+ mini web projects using HTML, CSS & JS",n
38901,unsloth,unslothai/unsloth,https://github.com/unslothai/unsloth,"Finetune Qwen3, Llama 4, TTS, DeepSeek-R1 & Gemma 3 LLMs 2x faster with 70% less memory! 🦥",y
38887,materialize,Dogfalo/materialize,https://github.com/Dogfalo/materialize,"Materialize, a CSS Framework based on Material Design",y
38848,EasySpider,NaiboWang/EasySpider,https://github.com/NaiboWang/EasySpider,A visual no-code/code-free web crawler/spider易采集：一个可视化浏览器自动化测试/数据采集/爬虫软件，可以无代码图形化的设计和执行爬虫任务。别名：ServiceWrapper面向Web应用的智能化服务封装系统。,y
38787,video.js,videojs/video.js,https://github.com/videojs/video.js,Video.js - open source HTML5 video player,y
38597,FastChat,lm-sys/FastChat,https://github.com/lm-sys/FastChat,"An open platform for training, serving, and evaluating large language models. Release repo for Vicuna and Chatbot Arena.",y
38576,Made-With-ML,GokuMohandas/Made-With-ML,https://github.com/GokuMohandas/Made-With-ML,"Learn how to design, develop, deploy and iterate on production-grade ML applications.",n
38548,pure-bash-bible,dylanaraps/pure-bash-bible,https://github.com/dylanaraps/pure-bash-bible,📖 A collection of pure bash alternatives to external processes.,n
38496,Flowise,FlowiseAI/Flowise,https://github.com/FlowiseAI/Flowise,"Build AI Agents, Visually",y
38490,English-level-up-tips,byoungd/English-level-up-tips,https://github.com/byoungd/English-level-up-tips,An advanced guide to learn English which might benefit you a lot 🎉 .  离谱的英语学习指南/英语学习教程。,n
38478,firecrawl,mendableai/firecrawl,https://github.com/mendableai/firecrawl,"🔥 Turn entire websites into LLM-ready markdown or structured data. Scrape, crawl and extract with a single API.",y
38459,zju-icicles,QSCTech/zju-icicles,https://github.com/QSCTech/zju-icicles,浙江大学课程攻略共享计划,n
38445,tidb,pingcap/tidb,https://github.com/pingcap/tidb,"TiDB - the open-source, cloud-native, distributed SQL database designed for modern applications.",y
38443,Pake,tw93/Pake,https://github.com/tw93/Pake,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 利用 Rust 轻松构建轻量级多端桌面应用,y
38433,DeepSpeed,deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and effective.",y
38201,gorm,go-gorm/gorm,https://github.com/go-gorm/gorm,"The fantastic ORM library for Golang, aims to be developer friendly",y
38196,penpot,penpot/penpot,https://github.com/penpot/penpot,Penpot: The open-source design tool for design and code collaboration,y
38190,styleguide,google/styleguide,https://github.com/google/styleguide,Style guides for Google-originated open-source projects,n
38157,vim,vim/vim,https://github.com/vim/vim,The official Vim repository,y
38114,gradio,gradio-app/gradio,https://github.com/gradio-app/gradio,"Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!",y
