project,jobs.analyze.name=Analyze,jobs.analyze.permissions.actions=read,jobs.analyze.permissions.contents=read,jobs.analyze.permissions.security-events=write,jobs.analyze.runs-on=ubuntu-latest,jobs.analyze.steps.name=Autobuild,jobs.analyze.steps.name=Checkout repository,jobs.analyze.steps.name=Initialize CodeQL,jobs.analyze.steps.name=Perform CodeQL Analysis,jobs.analyze.steps.uses=actions/checkout@v6,jobs.analyze.steps.with.category=/language:${{matrix.language}},jobs.analyze.steps.with.languages=${{ matrix.language }},jobs.analyze.strategy.fail-fast=false,jobs.analyze.strategy.matrix.language=javascript,jobs.analyze.strategy.matrix.language=python,jobs.build.environment=Publish,jobs.build.name=CI with Java ${{ matrix.java }},jobs.build.runs-on=${{ matrix.os }},jobs.build.runs-on=ubuntu-latest,jobs.build.steps.env.CI_BRANCH=${{ github.ref }},jobs.build.steps.env.CI_BUILD_NUMBER=${{ github.sha }},jobs.build.steps.env.CI_BUILD_URL=https://github.com/${{ github.repository }},jobs.build.steps.env.CI_NAME=github_actions,jobs.build.steps.env.COVERALLS_REPO_TOKEN=${{ secrets.GITHUB_TOKEN }},jobs.build.steps.env.GITHUB_TOKEN=${{ secrets.GITHUB_TOKEN }},jobs.build.steps.env.NETFLIX_OSS_REPO_PASSWORD=${{ secrets.ORG_NETFLIXOSS_PASSWORD }},jobs.build.steps.env.NETFLIX_OSS_REPO_USERNAME=${{ secrets.ORG_NETFLIXOSS_USERNAME }},jobs.build.steps.env.NETFLIX_OSS_SIGNING_KEY=${{ secrets.ORG_SIGNING_KEY }},jobs.build.steps.env.NETFLIX_OSS_SIGNING_PASSWORD=${{ secrets.ORG_SIGNING_PASSWORD }},jobs.build.steps.env.NETFLIX_OSS_SONATYPE_PASSWORD=${{ secrets.ORG_SONATYPE_PASSWORD }},jobs.build.steps.env.NETFLIX_OSS_SONATYPE_STAGING_PROFILE_ID=c3547130240327,jobs.build.steps.env.NETFLIX_OSS_SONATYPE_USERNAME=${{ secrets.ORG_SONATYPE_USERNAME }},jobs.build.steps.env.ORG_SIGNING_KEY=${{ secrets.ORG_SIGNING_KEY }},jobs.build.steps.env.PGP_PASSPHRASE=${{ secrets.ORG_SIGNING_PASSWORD }},jobs.build.steps.id=gradle-cache,jobs.build.steps.id=gradle-wrapper-cache,"jobs.build.steps.if=(!contains(github.ref, '-rc.'))",jobs.build.steps.if=always(),"jobs.build.steps.if=contains(github.ref, '-rc.')",jobs.build.steps.name=Build,jobs.build.steps.name=Build Examples,jobs.build.steps.name=Build candidate,jobs.build.steps.name=Build release,jobs.build.steps.name=Build with Gradle,jobs.build.steps.name=Cache Gradle packages,jobs.build.steps.name=Clone dgs-examples-java,jobs.build.steps.name=Clone dgs-examples-kotlin,jobs.build.steps.name=Grant execute permission for gradlew,jobs.build.steps.name=Install Python modules,jobs.build.steps.name=Login to Docker Hub,jobs.build.steps.name=Maven cache,jobs.build.steps.name=Publish candidate,jobs.build.steps.name=Publish release,jobs.build.steps.name=Set up JDK,jobs.build.steps.name=Set up JDK ${{ matrix.java }},jobs.build.steps.name=Set up JDK 17,jobs.build.steps.name=Set up Python 3.8,jobs.build.steps.name=Setup Git,jobs.build.steps.name=Setup Java,jobs.build.steps.name=Setup git user,jobs.build.steps.name=Setup jdk,jobs.build.steps.name=Setup jdk 17,jobs.build.steps.name=Setup jdk 8,jobs.build.steps.name=SetupPGP,jobs.build.steps.name=Test,jobs.build.steps.run=./gradlew --info --stacktrace -Prelease.useLastTag=true candidate,jobs.build.steps.run=./gradlew --info --stacktrace build,jobs.build.steps.run=./gradlew --info -Prelease.useLastTag=true final,jobs.build.steps.run=./gradlew build,jobs.build.steps.run=./gradlew build snapshot,jobs.build.steps.run=chmod +x gradlew,jobs.build.steps.run=echo $ORG_SIGNING_KEY | sed -r 's/-----[^-]+-----//g;s/\n//g;s/ //g' | base64 --decode | gpg --batch --import,"jobs.build.steps.run=find /home/runner/.m2/repository/ -type f -name ""*graphql-dgs-codegen-gradle*""
./scripts/test-examples.py -v -k --path=./build/examples
","jobs.build.steps.run=git config --global user.name ""Netflix OSS Maintainers""
git config --global user.email ""netflixoss@netflix.com""
","jobs.build.steps.run=git config --global user.name ""NetflixOss Maintainers""
git config --global user.email ""netflix-oss@netflix.com""
","jobs.build.steps.run=python -m pip install --upgrade pip
if [ -f scripts/requirements.txt ]; then pip install -r scripts/requirements.txt; fi
",jobs.build.steps.shell=bash,jobs.build.steps.uses=actions/cache@v4,jobs.build.steps.uses=actions/cache@v5,jobs.build.steps.uses=actions/checkout@v2,jobs.build.steps.uses=actions/checkout@v4,jobs.build.steps.uses=actions/checkout@v6,jobs.build.steps.uses=actions/setup-java@v2,jobs.build.steps.uses=actions/setup-java@v4,jobs.build.steps.uses=actions/setup-java@v5,jobs.build.steps.uses=actions/setup-python@v6,jobs.build.steps.uses=actions/upload-artifact@v4,jobs.build.steps.uses=actions/upload-artifact@v5,jobs.build.steps.uses=gradle/gradle-build-action@v2,jobs.build.steps.with.cache=gradle,jobs.build.steps.with.cache=sbt,jobs.build.steps.with.distribution=temurin,jobs.build.steps.with.distribution=zulu,jobs.build.steps.with.fetch-depth=0,jobs.build.steps.with.java-version=${{ matrix.java }},jobs.build.steps.with.java-version=1.8,jobs.build.steps.with.java-version=17,jobs.build.steps.with.java-version=21,jobs.build.steps.with.java-version=8,jobs.build.steps.with.key=${{ runner.os }}-gradle-${{ hashFiles('**/*.gradle') }},jobs.build.steps.with.key=${{ runner.os }}-gradle-${{ hashFiles('**/gradle/dependency-locks/*.lockfile') }},jobs.build.steps.with.key=${{ runner.os }}-gradlewrapper-${{ hashFiles('gradle/wrapper/*') }},jobs.build.steps.with.key=${{ runner.os }}-m2-${{ hashFiles('**/pom.xml') }},jobs.build.steps.with.path=build/examples/dgs-examples-java,jobs.build.steps.with.path=build/examples/dgs-examples-kotlin,jobs.build.steps.with.path=~/.gradle/caches,"jobs.build.steps.with.path=~/.gradle/caches
",jobs.build.steps.with.path=~/.gradle/wrapper,"jobs.build.steps.with.path=~/.gradle/wrapper
",jobs.build.steps.with.path=~/.m2,jobs.build.steps.with.python-version=3.8,jobs.build.steps.with.repository=Netflix/dgs-examples-java,jobs.build.steps.with.repository=Netflix/dgs-examples-kotlin,jobs.build.steps.with.restore-keys=${{ runner.os }}-gradle,jobs.build.steps.with.restore-keys=${{ runner.os }}-gradlewrapper-,jobs.build.steps.with.restore-keys=${{ runner.os }}-m2,"jobs.build.steps.with.restore-keys=- ${{ runner.os }}-gradle-
","jobs.build.steps.with.restore-keys=- ${{ runner.os }}-gradlewrapper-
",jobs.build.strategy.fail-fast=false,jobs.build.strategy.matrix.java=11,jobs.build.strategy.matrix.java=17,jobs.build.strategy.matrix.java=21,jobs.build.strategy.matrix.java=25,jobs.build.strategy.matrix.java=8,jobs.build_and_test.runs-on=ubuntu-latest,jobs.check.runs-on=ubuntu-latest,jobs.check.steps.name=Build,jobs.check.steps.name=Set up JDK 17,jobs.check.steps.uses=actions/checkout@v6,jobs.check.steps.uses=actions/setup-java@v5,jobs.check.steps.with.cache=sbt,jobs.check.steps.with.distribution=zulu,jobs.check.steps.with.java-version=17,jobs.deploy.environment=pypi,jobs.deploy.permissions.id-token=write,jobs.deploy.runs-on=ubuntu-latest,jobs.deploy.steps.name=Install dependencies,jobs.deploy.steps.uses=actions/checkout@v4,jobs.deploy.steps.uses=actions/setup-python@v5,jobs.deploy.steps.uses=pypa/gh-action-pypi-publish@ed0c53931b1dc9bd32cbe73a98c7f6766f8a527e,jobs.deploy.steps.with.python-version=3.x,jobs.test.runs-on=ubuntu-latest,jobs.update-gradle-wrapper.runs-on=ubuntu-latest,jobs.update-gradle-wrapper.steps.name=Update Gradle Wrapper,jobs.update-gradle-wrapper.steps.uses=actions/checkout@v6,jobs.update-gradle-wrapper.steps.uses=actions/setup-java@v5,jobs.update-gradle-wrapper.steps.uses=gradle-update/update-gradle-wrapper-action@v2,jobs.update-gradle-wrapper.steps.with.distribution=zulu,jobs.update-gradle-wrapper.steps.with.java-version=8,jobs.update_release_draft.runs-on=ubuntu-latest,jobs.update_release_draft.steps.env.GITHUB_TOKEN=${{ secrets.GITHUB_TOKEN }},jobs.update_release_draft.steps.uses=release-drafter/release-drafter@v6,jobs.validation.name=Gradle Validation,jobs.validation.runs-on=ubuntu-latest,jobs.validation.steps.uses=actions/checkout@v6,jobs.validation.steps.uses=gradle/wrapper-validation-action@v1,name=Build,name=CI,name=CodeQL,name=PR Build,name=Publish,name=Publish candidate/release to NetflixOSS and Maven Central,name=Publish snapshot to NetflixOSS and Maven Central,name=Publish to NetflixOSS and Maven Central,name=Release,name=Release Drafter,name=Snapshot,name=Update Gradle Wrapper,on.pull_request.branches=main,on.pull_request.branches=master,on.pull_request.types=opened,on.pull_request.types=reopened,on.pull_request.types=synchronize,on.push.branches=*,on.push.branches=main,on.push.branches=master,on.push.branches=v[0-9]+.[0-9]+.x,on.push.tags-ignore=*,on.push.tags=v*,on.push.tags=v*.*.*,on.push.tags=v*.*.*-rc.*,on.push.tags=v[0-9]+.[0-9]+.[0-9]+,on.push.tags=v[0-9]+.[0-9]+.[0-9]+-rc.[0-9]+,on.release.types=prereleased,on.release.types=published,on.release.types=released,on.schedule.cron=0 0 * * *,on.schedule.cron=22 12 * * 5,on=pull_request,on=push,permissions.contents=read
Hystrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
concurrency-limits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
dgs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metaflow-service,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
lemur,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
msl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
eureka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
vmaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bettertls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metaflow-nflx-extensions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
dgs-intellij-plugin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
spectator-cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
nflx-geofeed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dgs-framework,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
atlas-docs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
awsobjectmapper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
servo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
maestro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
atlas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
hollow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
metacat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
dgs-examples-kotlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
