account,id,name,full_name,owner_login,html_url,clone_url,ssh_url,description,homepage,topics,private,visibility,fork,archived,disabled,is_template,created_at,updated_at,pushed_at,size_kb,language,default_branch,stargazers_count,watchers_count,forks_count,open_issues_count,license_spdx_id,license_name,latest_commit_sha,latest_commit_date,latest_commit_message,latest_commit_author
airbnb,393404227,labelbox-custom-ui,airbnb/labelbox-custom-ui,airbnb,https://github.com/airbnb/labelbox-custom-ui,https://github.com/airbnb/labelbox-custom-ui.git,git@github.com:airbnb/labelbox-custom-ui.git,,,,False,public,False,False,False,False,2021-08-06T14:36:43Z,2025-11-05T21:45:00Z,2025-11-05T21:44:56Z,13004,JavaScript,master,2,2,5,0,,,e6b9b79458b85a801ee6d60312ff2d02a8e3eb46,2025-11-05T21:44:56Z,Create CNAME,Sebastian Gamboa
airbnb,94948855,lottie,airbnb/lottie,airbnb,https://github.com/airbnb/lottie,https://github.com/airbnb/lottie.git,git@github.com:airbnb/lottie.git,Lottie documentation for http://airbnb.io/lottie.,,,False,public,False,False,False,False,2017-06-21T01:10:05Z,2026-01-27T03:39:11Z,2026-01-08T14:39:09Z,85202,HTML,master,4857,4857,330,35,MIT,MIT License,633083ec72b3355eb8590a86c0b3338e53d21f85,2026-01-08T14:39:09Z,Fix typo in Lottie images section (#242),henkri-alta
airbnb,70198875,lottie-android,airbnb/lottie-android,airbnb,https://github.com/airbnb/lottie-android,https://github.com/airbnb/lottie-android.git,git@github.com:airbnb/lottie-android.git,"Render After Effects animations natively on Android and iOS, Web, and React Native",http://airbnb.io/lottie/,after-effects;airbnb;android;animation;lottie,False,public,False,False,False,False,2016-10-06T22:42:42Z,2026-01-26T14:58:56Z,2025-10-31T15:51:13Z,137395,Java,master,35566,35566,5445,51,Apache-2.0,Apache License 2.0,c8addcb776f6cd940abaf55ae6b471e55b626eb9,2025-10-31T15:50:52Z,v6.7.1,Allen Chen
airbnb,70198664,lottie-ios,airbnb/lottie-ios,airbnb,https://github.com/airbnb/lottie-ios,https://github.com/airbnb/lottie-ios.git,git@github.com:airbnb/lottie-ios.git,An iOS library to natively render After Effects vector animations,https://lottie.airbnb.tech,animation;bodymovin;custom-transitions;ios;ios-animation;ios-transition;keyframes;swift;transition-animation,False,public,False,False,False,False,2016-10-06T22:38:38Z,2026-01-26T10:03:40Z,2026-01-24T16:39:29Z,200242,Swift,master,26638,26638,3830,45,Apache-2.0,Apache License 2.0,0f731abb74d87e3938a2d6e2de08515219eef927,2026-01-24T16:39:28Z,Add `ReducedMotionOption.disabledMotion` mode for snapshot testing (#2642),Andy Bartholomew
airbnb,587875249,lottie-spm,airbnb/lottie-spm,airbnb,https://github.com/airbnb/lottie-spm,https://github.com/airbnb/lottie-spm.git,git@github.com:airbnb/lottie-spm.git,"Swift Package Manager support for Lottie, an iOS library to natively render After Effects vector animations",https://airbnb.io/lottie/,,False,public,False,False,False,False,2023-01-11T19:45:24Z,2026-01-22T03:26:50Z,2026-01-06T21:27:03Z,71,Ruby,main,192,192,31,0,Apache-2.0,Apache License 2.0,69faaefa7721fba9e434a52c16adf4329c9084db,2026-01-06T21:26:36Z,Update binary XCFramework to Lottie 4.6.0 (#31),Cal Stephens
airbnb,157927312,MagazineLayout,airbnb/MagazineLayout,airbnb,https://github.com/airbnb/MagazineLayout,https://github.com/airbnb/MagazineLayout.git,git@github.com:airbnb/MagazineLayout.git,A collection view layout capable of laying out views in vertically scrolling grids and lists.,,,False,public,False,False,False,False,2018-11-16T22:16:03Z,2026-01-22T09:02:59Z,2025-12-04T02:11:35Z,5511,Swift,master,3359,3359,222,13,Apache-2.0,Apache License 2.0,3ee1ad2bff5c2054b05d939da94aaceb81065eca,2025-12-04T02:11:32Z,Reduce index path lookups (#152),Bryan Keller
airbnb,139500036,mavericks,airbnb/mavericks,airbnb,https://github.com/airbnb/mavericks,https://github.com/airbnb/mavericks.git,git@github.com:airbnb/mavericks.git,Mavericks: Android on Autopilot,https://airbnb.io/mavericks/,,False,public,False,False,False,False,2018-07-02T22:11:45Z,2026-01-26T13:12:47Z,2025-11-06T00:54:01Z,38745,Kotlin,main,5939,5939,512,62,Apache-2.0,Apache License 2.0,be1c221821877d77d4169068f2fafc6191e64d03,2025-11-06T00:54:01Z,Create CNAME,Sebastian Gamboa
airbnb,82863327,omniduct,airbnb/omniduct,airbnb,https://github.com/airbnb/omniduct,https://github.com/airbnb/omniduct.git,git@github.com:airbnb/omniduct.git,"A toolkit providing a uniform interface for connecting to and extracting data from a wide variety of (potentially remote) data stores (including HDFS, Hive, Presto, MySQL, etc).",,,False,public,False,False,False,False,2017-02-22T23:35:26Z,2025-12-20T08:29:22Z,2025-12-08T23:09:00Z,628,Python,main,257,257,45,14,MIT,MIT License,69e0e1b6a66015856a538bfb87607b89070777fe,2025-12-08T23:08:55Z,fix lints.,Matthew Wardrop
airbnb,114683464,paris,airbnb/paris,airbnb,https://github.com/airbnb/paris,https://github.com/airbnb/paris.git,git@github.com:airbnb/paris.git,Define and apply styles to Android views programmatically,,android;android-ui;design-systems;kotlin;styles,False,public,False,False,False,False,2017-12-18T20:13:09Z,2026-01-02T12:36:35Z,2025-11-03T21:19:37Z,28240,Kotlin,master,1912,1912,86,53,Apache-2.0,Apache License 2.0,7f12668b8a767e255394d28cb3ae33e32b914b4b,2025-11-03T21:19:17Z,Prepare for release 2.2.1 (#185),Allen Chen
airbnb,254219163,ResilientDecoding,airbnb/ResilientDecoding,airbnb,https://github.com/airbnb/ResilientDecoding,https://github.com/airbnb/ResilientDecoding.git,git@github.com:airbnb/ResilientDecoding.git,This package makes your Decodable types resilient to decoding errors and allows you to inspect those errors.,,,False,public,False,False,False,False,2020-04-08T22:57:54Z,2026-01-06T07:54:17Z,2025-09-17T18:42:22Z,106,Swift,master,602,602,26,1,MIT,MIT License,c1e8d7141bc20c7fdd0153d1035e91419b203209,2025-09-17T18:42:21Z,Bump rexml from 3.3.9 to 3.4.2 (#62),dependabot[bot]
airbnb,7967167,ruby,airbnb/ruby,airbnb,https://github.com/airbnb/ruby,https://github.com/airbnb/ruby.git,git@github.com:airbnb/ruby.git,Ruby Style Guide,,,False,public,False,False,False,False,2013-02-01T21:49:13Z,2026-01-21T15:53:06Z,2025-12-19T06:38:30Z,399,Ruby,main,3894,3894,757,15,MIT,MIT License,a885a6a14ecfba85ff0100378c6583a915c37ca9,2025-12-19T06:38:30Z,v8.1.0 release (#217),Andrew Pariser
airbnb,400296389,rudolph,airbnb/rudolph,airbnb,https://github.com/airbnb/rudolph,https://github.com/airbnb/rudolph.git,git@github.com:airbnb/rudolph.git,"A serverless sync server for Santa, built on AWS",,,False,public,False,False,False,False,2021-08-26T20:23:03Z,2025-12-28T21:59:17Z,2025-06-13T17:01:12Z,509,Go,master,105,105,18,8,MIT,MIT License,4105ae9b551ab3a484c1adc65991d671583855d4,2025-06-13T17:00:29Z,[Bug] Add `kms_key_administrators_arns` to `rule_store` module and resolve Terraform `symlink` issues (#56),Ryan Diers
airbnb,257758318,Showkase,airbnb/Showkase,airbnb,https://github.com/airbnb/Showkase,https://github.com/airbnb/Showkase.git,git@github.com:airbnb/Showkase.git,"🔦 Showkase is an annotation-processor based Android library that helps you organize, discover, search and visualize Jetpack Compose UI elements",https://medium.com/airbnb-engineering/introducing-showkase-a-library-to-organize-discover-and-visualize-your-jetpack-compose-elements-d5c34ef01095,android;android-library;annotation-processor;design-systems;jetpack-android;jetpack-compose;reusable-components;ui-components,False,public,False,False,False,False,2020-04-22T01:25:24Z,2026-01-26T11:43:23Z,2026-01-23T22:02:55Z,122048,Kotlin,master,2285,2285,115,65,Apache-2.0,Apache License 2.0,b722d739a2f69389e7607202bb74e495077f9770,2025-09-23T18:43:37Z,Merge pull request #421 from airbnb/allen--animation-snapshot-support,Allen Chen
airbnb,63729462,swift,airbnb/swift,airbnb,https://github.com/airbnb/swift,https://github.com/airbnb/swift.git,git@github.com:airbnb/swift.git,Airbnb's Swift Style Guide,https://swift.airbnb.tech,ios;naming-conventions;style-guide;styleguide;swift;swiftformat;swiftlint,False,public,False,False,False,False,2016-07-19T21:33:28Z,2026-01-24T12:32:31Z,2026-01-07T18:12:13Z,801,Markdown,master,2676,2676,345,0,MIT,MIT License,89c9150ae999f36be1c69f569f07ebfe4c17cc45,2026-01-07T18:12:12Z,Add result builder discussion to redundant memberwise init rule (#356),Cal Stephens
airbnb,1024476612,viaduct,airbnb/viaduct,airbnb,https://github.com/airbnb/viaduct,https://github.com/airbnb/viaduct.git,git@github.com:airbnb/viaduct.git,Viaduct is a GraphQL-based system that provides a unified interface for accessing and interacting with any data source.,https://viaduct.airbnb.tech,graphql;graphql-server,False,public,False,False,False,False,2025-07-22T18:59:03Z,2026-01-26T19:32:10Z,2026-01-26T19:32:03Z,44941,Kotlin,main,97,97,28,28,Apache-2.0,Apache License 2.0,4faeae63e76ecb851a8855ff4c42ef882f3942b4,2026-01-26T19:09:18Z,fix(bcv): use correct FQN for nonPublicMarkers annotations (AIRBNB),Gokhan Ozgozen
airbnb,85095608,visx,airbnb/visx,airbnb,https://github.com/airbnb/visx,https://github.com/airbnb/visx.git,git@github.com:airbnb/visx.git,🐯 visx | visualization components,https://visx.airbnb.tech,chart;d3;data-visualization;react;svg;visualization;visx;vx,False,public,False,False,False,False,2017-03-15T16:25:41Z,2026-01-26T18:40:07Z,2025-11-11T18:12:07Z,16719,TypeScript,master,20576,20576,753,145,MIT,MIT License,00d41afc6c3904e644ecb2570399daf877f8a5fe,2025-11-11T18:07:46Z,Fix: add pull-requests write permission for release PR comments (#1973),Harrison Shoff
