File Path,Option,Concept,Values,Changed internally,Removed
docker-compose.yml,services.app.environment.WAIT_HOSTS,docker-compose,['mysql:3306'],0,False
docker-compose.yml,services.app.expose,docker-compose,['8080'],0,False
docker-compose.yml,services.app.ports.container,docker-compose,['8080'],0,False
docker-compose.yml,services.app.ports.host,docker-compose,['8080'],0,False
docker-compose.yml,services.app.restart,docker-compose,['on-failure'],0,False
docker-compose.yml,services.docker-mysql.container_name,docker-compose,['docker-mysql'],0,False
docker-compose.yml,services.docker-mysql.environment.MYSQL_DATABASE,docker-compose,['taskManager_dev'],0,False
docker-compose.yml,services.docker-mysql.environment.MYSQL_PASSWORD,docker-compose,['dev_user'],0,False
docker-compose.yml,services.docker-mysql.environment.MYSQL_ROOT_HOST,docker-compose,['%'],0,False
docker-compose.yml,services.docker-mysql.environment.MYSQL_ROOT_PASSWORD,docker-compose,['root'],0,False
docker-compose.yml,services.docker-mysql.environment.MYSQL_USER,docker-compose,['dev_user'],0,False
docker-compose.yml,services.docker-mysql.healthcheck.interval,docker-compose,['2s'],0,False
docker-compose.yml,services.docker-mysql.healthcheck.retries,docker-compose,['10'],0,False
docker-compose.yml,services.docker-mysql.healthcheck.test,docker-compose,"['/usr/bin/mysql --user=root --password=root--execute ""SHOW DATABASES;""']",0,False
docker-compose.yml,services.docker-mysql.healthcheck.timeout,docker-compose,['20s'],0,False
docker-compose.yml,services.docker-mysql.image,docker-compose,['mysql'],0,False
docker-compose.yml,services.docker-mysql.ports.container,docker-compose,['3306'],0,False
docker-compose.yml,services.docker-mysql.ports.host,docker-compose,['3306'],0,False
docker-compose.yml,services.docker-mysql.restart,docker-compose,['always'],0,False
docker-compose.yml,services.docker-mysql.volumes,docker-compose,['./sql:/docker-entrypoint-initdb.d'],0,False
docker-compose.yml,version,docker-compose,['3'],0,False
pom.xml,ExecutableName,maven,['target/taskManager-0.0.1-SNAPSHOT.jar'],0,False
pom.xml,ExecutableNameNoVersion,maven,['target/taskManager.jar'],0,False
pom.xml,file,maven,['pom.xml'],0,False
pom.xml,project.artifactId,maven,['taskManager'],0,False
pom.xml,project.build.plugins.plugin.org.springframework.boot:spring-boot-maven-plugin.artifactId,maven,['spring-boot-maven-plugin'],0,False
pom.xml,project.build.plugins.plugin.org.springframework.boot:spring-boot-maven-plugin.groupId,maven,['org.springframework.boot'],0,False
pom.xml,project.dependencies.dependency.com.h2database:h2.artifactId,maven,['h2'],0,True
pom.xml,project.dependencies.dependency.com.h2database:h2.groupId,maven,['com.h2database'],0,True
pom.xml,project.dependencies.dependency.com.h2database:h2.scope,maven,['runtime'],0,True
pom.xml,project.dependencies.dependency.mysql:mysql-connector-java.artifactId,maven,['mysql-connector-java'],0,False
pom.xml,project.dependencies.dependency.mysql:mysql-connector-java.groupId,maven,['mysql'],0,False
pom.xml,project.dependencies.dependency.mysql:mysql-connector-java.scope,maven,['runtime'],0,False
pom.xml,project.dependencies.dependency.org.junit.vintage:junit-vintage-engine.artifactId,maven,['junit-vintage-engine'],0,False
pom.xml,project.dependencies.dependency.org.junit.vintage:junit-vintage-engine.exclusions.exclusion.artifactId,maven,['hamcrest-core'],0,False
pom.xml,project.dependencies.dependency.org.junit.vintage:junit-vintage-engine.exclusions.exclusion.groupId,maven,['org.hamcrest'],0,False
pom.xml,project.dependencies.dependency.org.junit.vintage:junit-vintage-engine.groupId,maven,['org.junit.vintage'],0,False
pom.xml,project.dependencies.dependency.org.junit.vintage:junit-vintage-engine.scope,maven,['test'],0,False
pom.xml,project.dependencies.dependency.org.springframework.boot:spring-boot-devtools.artifactId,maven,['spring-boot-devtools'],0,False
pom.xml,project.dependencies.dependency.org.springframework.boot:spring-boot-devtools.groupId,maven,['org.springframework.boot'],0,False
pom.xml,project.dependencies.dependency.org.springframework.boot:spring-boot-devtools.optional,maven,['true'],0,False
pom.xml,project.dependencies.dependency.org.springframework.boot:spring-boot-devtools.scope,maven,['runtime'],0,False
pom.xml,project.dependencies.dependency.org.springframework.boot:spring-boot-starter-data-jpa.artifactId,maven,['spring-boot-starter-data-jpa'],0,False
pom.xml,project.dependencies.dependency.org.springframework.boot:spring-boot-starter-data-jpa.groupId,maven,['org.springframework.boot'],0,False
pom.xml,project.dependencies.dependency.org.springframework.boot:spring-boot-starter-security.artifactId,maven,['spring-boot-starter-security'],0,False
pom.xml,project.dependencies.dependency.org.springframework.boot:spring-boot-starter-security.groupId,maven,['org.springframework.boot'],0,False
pom.xml,project.dependencies.dependency.org.springframework.boot:spring-boot-starter-test.artifactId,maven,['spring-boot-starter-test'],0,False
pom.xml,project.dependencies.dependency.org.springframework.boot:spring-boot-starter-test.groupId,maven,['org.springframework.boot'],0,False
pom.xml,project.dependencies.dependency.org.springframework.boot:spring-boot-starter-test.scope,maven,['test'],0,False
pom.xml,project.dependencies.dependency.org.springframework.boot:spring-boot-starter-thymeleaf.artifactId,maven,['spring-boot-starter-thymeleaf'],0,False
pom.xml,project.dependencies.dependency.org.springframework.boot:spring-boot-starter-thymeleaf.groupId,maven,['org.springframework.boot'],0,False
pom.xml,project.dependencies.dependency.org.springframework.boot:spring-boot-starter-validation.artifactId,maven,['spring-boot-starter-validation'],0,False
pom.xml,project.dependencies.dependency.org.springframework.boot:spring-boot-starter-validation.groupId,maven,['org.springframework.boot'],0,False
pom.xml,project.dependencies.dependency.org.springframework.boot:spring-boot-starter-web.artifactId,maven,['spring-boot-starter-web'],0,False
pom.xml,project.dependencies.dependency.org.springframework.boot:spring-boot-starter-web.groupId,maven,['org.springframework.boot'],0,False
pom.xml,project.dependencies.dependency.org.springframework.security:spring-security-test.artifactId,maven,['spring-security-test'],0,False
pom.xml,project.dependencies.dependency.org.springframework.security:spring-security-test.groupId,maven,['org.springframework.security'],0,False
pom.xml,project.dependencies.dependency.org.springframework.security:spring-security-test.scope,maven,['test'],0,False
pom.xml,project.dependencies.dependency.org.thymeleaf.extras:thymeleaf-extras-springsecurity5.artifactId,maven,['thymeleaf-extras-springsecurity5'],0,False
pom.xml,project.dependencies.dependency.org.thymeleaf.extras:thymeleaf-extras-springsecurity5.groupId,maven,['org.thymeleaf.extras'],0,False
pom.xml,project.dependencies.dependency.org.webjars:bootstrap:4.2.1.artifactId,maven,['bootstrap'],0,False
pom.xml,project.dependencies.dependency.org.webjars:bootstrap:4.2.1.groupId,maven,['org.webjars'],0,False
pom.xml,project.dependencies.dependency.org.webjars:bootstrap:4.2.1.version,maven,['4.2.1'],0,False
pom.xml,project.dependencies.dependency.org.webjars:datatables:1.9.4-2.artifactId,maven,['datatables'],0,False
pom.xml,project.dependencies.dependency.org.webjars:datatables:1.9.4-2.groupId,maven,['org.webjars'],0,False
pom.xml,project.dependencies.dependency.org.webjars:datatables:1.9.4-2.version,maven,['1.9.4-2'],0,False
pom.xml,project.dependencies.dependency.org.webjars:font-awesome:5.7.1.artifactId,maven,['font-awesome'],0,False
pom.xml,project.dependencies.dependency.org.webjars:font-awesome:5.7.1.groupId,maven,['org.webjars'],0,False
pom.xml,project.dependencies.dependency.org.webjars:font-awesome:5.7.1.version,maven,['5.7.1'],0,False
pom.xml,project.dependencies.dependency.org.webjars:jquery:3.3.1-1.artifactId,maven,['jquery'],0,False
pom.xml,project.dependencies.dependency.org.webjars:jquery:3.3.1-1.groupId,maven,['org.webjars'],0,False
pom.xml,project.dependencies.dependency.org.webjars:jquery:3.3.1-1.version,maven,['3.3.1-1'],0,False
pom.xml,project.dependencies.dependency.org.webjars:webjars-locator:0.36.artifactId,maven,['webjars-locator'],0,False
pom.xml,project.dependencies.dependency.org.webjars:webjars-locator:0.36.groupId,maven,['org.webjars'],0,False
pom.xml,project.dependencies.dependency.org.webjars:webjars-locator:0.36.version,maven,['0.36'],0,False
pom.xml,project.description,maven,['Spring Boot application for task management'],0,False
pom.xml,project.groupId,maven,['com.msk'],0,False
pom.xml,project.modelVersion,maven,['4.0.0'],0,False
pom.xml,project.name,maven,['taskManager'],0,False
pom.xml,project.parent.artifactId,maven,['spring-boot-starter-parent'],0,False
pom.xml,project.parent.groupId,maven,['org.springframework.boot'],0,False
pom.xml,project.parent.version,maven,['2.4.3'],0,False
pom.xml,project.properties.java.version,maven,['1.8'],0,False
pom.xml,project.version,maven,['0.0.1-SNAPSHOT'],0,False
src/main/resources/application-dev.yml,file,spring,['src/main/resources/application-dev.yml'],0,False
src/main/resources/application-dev.yml,spring.datasource.password,spring,['dev_user'],0,False
src/main/resources/application-dev.yml,spring.datasource.url,spring,['jdbc:mysql://docker-mysql:3306/taskManager_dev'],0,False
src/main/resources/application-dev.yml,spring.datasource.username,spring,['dev_user'],0,False
src/main/resources/application-prod.yml,file,spring,['src/main/resources/application-prod.yml'],0,False
src/main/resources/application-prod.yml,spring.datasource.password,spring,['prod_user'],0,False
src/main/resources/application-prod.yml,spring.datasource.url,spring,['jdbc:mysql://docker-mysql:3306/taskManager_prod'],0,False
src/main/resources/application-prod.yml,spring.datasource.username,spring,['prod_user'],0,False
src/main/resources/application.properties,default.admin.image,spring,['images/user.png'],0,True
src/main/resources/application.properties,default.admin.mail,spring,['admin@mail.com'],0,True
src/main/resources/application.properties,default.admin.name,spring,['admin'],0,True
src/main/resources/application.properties,default.admin.password,spring,['112233'],0,True
src/main/resources/application.properties,file,spring,['src/main/resources/application.properties'],0,True
src/main/resources/application.properties,logging.level.org.hibernate.sql,spring,['DEBUG'],0,True
src/main/resources/application.properties,logging.level.org.hibernate.type.descriptor.sql.basicbinder,spring,['TRACE'],0,True
src/main/resources/application.properties,spring.h2.console.enabled,spring,['true'],0,True
src/main/resources/application.properties,spring.jpa.properties.hibernate.format_sql,spring,['true'],0,True
src/main/resources/application.properties,spring.jpa.properties.hibernate.use_sql_comments,spring,['true'],0,True
src/main/resources/application.yml,default.admin.image,spring,"['images/admin.png', 'images/user.png']",1,False
src/main/resources/application.yml,default.admin.mail,spring,['admin@mail.com'],0,False
src/main/resources/application.yml,default.admin.name,spring,"['Admin', 'admin']",1,False
src/main/resources/application.yml,default.admin.password,spring,['112233'],0,False
src/main/resources/application.yml,file,spring,['src/main/resources/application.yml'],0,False
src/main/resources/application.yml,logging.level.org.hibernate.SQL,spring,['DEBUG'],0,False
src/main/resources/application.yml,logging.level.org.hibernate.type.descriptor.sql.BasicBinder,spring,['TRACE'],0,False
src/main/resources/application.yml,spring.datasource.driver-class-name,spring,['com.mysql.cj.jdbc.Driver'],0,False
src/main/resources/application.yml,spring.datasource.password,spring,['dev_user'],0,False
src/main/resources/application.yml,spring.datasource.platform,spring,['mysql'],0,False
src/main/resources/application.yml,spring.datasource.url,spring,['jdbc:mysql://localhost:3306/taskManager_dev'],0,False
src/main/resources/application.yml,spring.datasource.username,spring,['dev_user'],0,False
src/main/resources/application.yml,spring.jpa.database,spring,['mysql'],0,False
src/main/resources/application.yml,spring.jpa.database-platform,spring,['org.hibernate.dialect.MySQL8Dialect'],0,False
src/main/resources/application.yml,spring.jpa.hibernate.ddl-auto,spring,['validate'],0,False
src/main/resources/application.yml,spring.jpa.properties.hibernate.format_sql,spring,['True'],0,False
src/main/resources/application.yml,spring.jpa.properties.hibernate.use_sql_comments,spring,['True'],0,False
src/main/resources/application.yml,spring.jpa.show-sql,spring,['True'],0,False
src/main/resources/messages.properties,file,configparser,['src/main/resources/messages.properties'],0,False
src/main/resources/messages.properties,task.date.not.null,configparser,['Date provided for completing this task is needed. Please choose the date.'],0,False
src/main/resources/messages.properties,task.description.not.empty,configparser,['Description of the task can not be empty. Please write short description of this task.'],0,False
src/main/resources/messages.properties,task.description.size,configparser,['Description of the task can be up to 1200 characters long. This description is longer. Please try to write shorter description.'],0,False
src/main/resources/messages.properties,task.name.not.empty,configparser,['Name of the task is needed. Please write name of this task.'],0,False
src/main/resources/messages.properties,user.email.not.empty,configparser,['Email can not be empty. Please enter your email.'],0,False
src/main/resources/messages.properties,user.email.not.valid,configparser,['It looks like it is not an email. Please enter your email.'],0,False
src/main/resources/messages.properties,user.name.not.empty,configparser,['Name can not be empty. Please enter your name.'],0,False
src/main/resources/messages.properties,user.password.length,configparser,['Password should be at least 5 characters long. Please enter the password.'],0,False
src/main/resources/messages.properties,user.password.not.empty,configparser,['Password can not be empty.'],0,False
