Concept,Option
travis,env.global.secure/VRlJyPOz7fUmtFdpTdO51BVcjKUGP5t7KF5bG7TSJPXsal7SSxjt6desLQ6zv31tKBp/SrgbnH4hloeAe38hL1I5gQKLPuNjOYhtolgLHlCO3aJiJ0vn0o6mgxOok4S/ul6EMy8VLbKzwt7GrruoaDNVadwc98NY+Grr1eLUzD5CVxa4luSahtKASheCtM29OQOj42Ivnc/MUUMYMymYa/zgIkROqI1ZbQK12NGwx13FzjjF2C9WyTR8IMFOeiuL/Ha8wxT2VeYExWkNw8TQKg35WT26axSoI92BBjPHY+l4IDQ0g8N176sAG52gbz4WXx60kRgqHrn+b5cjO/v1PknqXCqwWVrskm/mgGxJ4IVmpqa7ItDYtoVPzW4hyPsEHWyPMjii5280VdqVRueHyxSBH/uF3iQCDwR0hRdVnPPvgrt40/jbiD3pBhnDQErHCu54FA7uzfFT8LUvj3PgHn19KWAb4gKMpP0AZA3aDOD/3+db1x25ozhDXoCLPFk+kK0lp5mwTKka910lX4L25wp2P3RDdbGQTeVjBBp5+IxzfBuF7m2aEww7HgpB/TmHGaxo61cZfLFwcU2tfIQnPVRiomMqh85xFHIkDETNJJMdV1o+Im5maOzg3u5iy7E6dJec6jTYSCIzh6BemM+scYVZzLkYZVRyrUQkUj7ldoI=.secure
travis,services
travis,sudo
travis,addons.coverity_scan.branch_pattern
travis,addons.coverity_scan.build_command
travis,addons.coverity_scan.build_command_prepend
travis,addons.coverity_scan.notification_email
travis,addons.coverity_scan.project.description
travis,addons.coverity_scan.project.name
travis,before_script
travis,branches.only
travis,cache.directories
travis,env.global.secure/DYJkJ7ArGJuIyTJsmjvUAJRyUKXEaGFWYZFAGZq6vxbrMN3tThz7drfNhhvP2YE7hdS7YX7hZBWVQEnNR+pBN+ykQFx7TpLr311eEk2/Yy3G5qegeHMsgqYXfAp3FFpYlE6Kr3Dcf4kFSWtRi735kSo5oHicoaxbyWENgmKT+uQjYERKhDXEoenMaDpcf8WO8KARzxI1cXf69ECnYP2rzNOfkNW4IGjTcJnplXPZ9BNBRn3WfyPwEHlemETAMwJxJXolNM9qn1bDBTB/35yJrneQY/pYp9Q8PbQID2lNJu7PFKYaI9mvsKHUgxjbzsC29zlMY94pDr6sQtr7IA0dSuk+qO2tEqAStTwRI5JOcozLAslTMNnUn6HLvy0/Kkq1TL+JrIohoRD58F34SzjcnuB4w0/GCWGU4BMSbzPwHsgQZM4lkHDWv+w1OSwP3dgCFI/vYYr9xNV0zqTgyZ9ITkMZPL0wOh0DZ7Bxxm80wyHfJuRwywemMtzitgjPR4BKENbpcoGN4lcKWciksAuiyX+dedOPfGoOWfnIKh1g7yeVB84LMggCSad/9cqnYf2Sm8xSyVzNmyhSOy2Ocy40RDas2uHIK3/QPy56Le/t1LD2On/x1TZBIoSavedNYA5N54s/ZCDZOcepUMvlwtjgnx/SMjU85ZLKCcliPGdTWws=.secure
travis,env.global.secure/MArmEt8y5GtOZRBkqUHwR7BXRxVyXtxCvSIELM0sLk3dHFe22P21YdCx4bagWPmMxkRLMklJdL50m7rc0rRJOPWlczPIIYwhAwnPEuFcFi/hiboEbpNLekV5kqKVmKW0/WWCU59ReV2qVF18e+3uHvAGuu+rQhfTyYsoZ/AUTj+GkoC/z5/ccFvvqsG5mWCKrypmWBdw9xE9SooLwE0/ET/ldENHxmJjHgaIsVob5Hi1IT3duNYK5XjH60nWHc5ozJSWvm03jz98V02EWWGYmts9HGpA89d4G2HlmyzfzkdoAZJKMUbuCc1jSSL2xEIkZ75NIE9SMz5frSNZfSb1dTRyvDHoXrYpugt14TC6gbHNkyX9pjHlpUYQ6PiwICS4EbkSzrlUfctbBW+qY4TbKlRxq3HYyIcU4QnwPzr2AVT/oiCyOfr5Yrr2QZbToDdJzS2Z81CJPVr618F6wGBqIUtv4RXSyRJUsYbVQCJUXnCd4zn5O2JmxBngtNOreLWSY8h4QjH5cB4ii5YZLcQv90VoiWjUNvaUu1+CUxk312ra4Mc0oCqs2RyTEKCZ7ishV5W3Zr1uz0TY48BgPoQ3I+BbEzQAq0tYRi95kQJm4QlEYx9sk+Bied9gIJJRVoLcBIk29Un6wxChB1SVucWqHBcT290OziZcGDjpBdbeQMQ=.secure
travis,env.global.secure/qq8aIRLDJ6pGsDAYN5JwGa9Hd9ozbWlt/Ney8Pw1+Whta9EwAzxQKlcERx9NPBCLA5hLK+ARogmuWiS6j9NAY7zpnf0RXWFw1Ay8DQAo7Aidqxw8KNy2vrUKcnED4ebliUEGQMhWs2prRapY3NWwuoLJrMViCcG3nlKMpNOPrO7hDJsx2nZ5nC6FRuxKiaFV62Nk0GHE2S4uegHgTtKNvlI4RL1X6DGSFRQ/m/seYJJd1LQkXQsmGal5ZKe5OraJytEvQ5KafC02L81vJxAGt+WQ0D5/xEtmVktreky0GJQkKt+5sPeJh669uNA3tjVrSFX9cV7I0PzhzjeFxhaJkyhHrJ7dNzqag3mndSeXT27IAbgaEjxR8peI6r1y5tcsbLMVUSN/v/GoIIHMFLfQFp5at6SdL1+0SzMpaKb/XTkDYUc9fZwnxd5hfwx4fqtwwtjBTYNpco0WjC2SzyEW85GLAWRVmiJvcU+1M3gBLJBxfjfTDuWnBvoTuUR8HbDylittyw/5lx9k//7UpRhgz0SPs0bm3rHHhe9uba1cRsqmKRmUtpe8waKa2WGm85lH7BydF2aUx8Qtx2qykcciPci7KwFf+6tW1668vISK7HJWmSfwI7LYRlAcncL9jpOwAJNB+OdKYpfGqr9/5IVj73ZPklyyquF0nnCfXsZ3lfY=.secure
travis,install
travis,notification.email.on_failure
travis,notification.email.on_success
travis,notification.email.recipients
